OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
2062,820629,WYNCOTE  AVE,84840,B,3,Conventional,477.802995232394
2063,820613,OGONTZ  AVE,61180,B,2,Conventional,218.061306079231
2064,820612,OGONTZ  AVE,61180,B,2,Conventional,333.734110097216
2065,820630,WYNCOTE  AVE,84840,B,3,Conventional,144.860778803888
2066,721294,WYNCOTE  AVE,84840,B,3,Conventional,208.818907402785
2067,721292,WYNCOTE  AVE,84840,B,3,Conventional,128.202901585706
2068,721301,66TH  AVE,89180,B,3,Conventional,210.122778591121
2069,721303,66TH  AVE,89180,B,3,Conventional,224.014811643271
2070,722143,WYNCOTE  AVE,84840,B,3,Conventional,62.4741765605858
2071,721434,W  OLNEY  AVE,61360,B,2,Conventional,141.1976089517
2072,721550,W  OLNEY  AVE,61360,B,2,Conventional,226.35148085265
2073,721551,W  OLNEY  AVE,61360,B,2,Conventional,225.569236278454
2074,721548,W  OLNEY  AVE,61360,B,2,Conventional,221.534156398423
2075,721476,STENTON  AVE,74660,B,2,Paint Buffered,500.842713906277
2076,721475,STENTON  AVE,74660,B,2,Paint Buffered,223.125181242256
2077,721585,STENTON  AVE,74660,B,2,Paint Buffered,247.063767950972
2078,721479,STENTON  AVE,74660,B,2,Paint Buffered,248.726469256142
2079,721586,OLD YORK  RD,61300,B,2,Conventional,491.742233049318
2080,741562,STENTON  AVE,74660,B,2,Paint Buffered,407.017574672315
2081,721627,W  OLNEY  AVE,61360,B,2,Conventional,284.480995565183
2082,721552,W  OLNEY  AVE,61360,B,2,Conventional,407.825679552237
2083,721626,W  OLNEY  AVE,61360,B,2,Conventional,260.759434009994
2084,741573,W  OLNEY  AVE,61360,B,2,Conventional,515.667136785121
2085,721518,OGONTZ  AVE,61180,B,2,Conventional,304.126025573423
2086,721592,OLD YORK  RD,61300,B,2,Conventional,201.945871052825
2087,721280,WYNCOTE  AVE,84840,B,3,Conventional,340.551555636548
2088,300692,BALTIMORE  AVE,15620,B,2,Conventional,432.707176271596
2089,300316,BALTIMORE  AVE,15620,B,2,Conventional,220.402904386734
2090,542100,E  CUMBERLAND  ST,26340,FT,4,Sharrow,179.685073868086
2091,542176,E  CUMBERLAND  ST,26340,FT,4,Sharrow,206.742665377487
2092,542699,W  BERKS  ST,17200,B,4,Conventional,133.551775951065
2093,542707,W  BERKS  ST,17200,B,4,Conventional w Sharrows,146.565831265824
2094,542720,W  BERKS  ST,17200,B,4,Conventional,153.683645995588
2095,542693,W  BERKS  ST,17200,B,4,Conventional,133.541800590407
2096,542668,W  BERKS  ST,17200,B,4,Conventional,149.315541849164
2097,542623,W  BERKS  ST,17200,B,4,Conventional,143.128989298911
2098,542619,W  BERKS  ST,17200,B,4,Conventional,142.15029132018
2099,542611,W  BERKS  ST,17200,B,4,Conventional,139.040086378887
2100,542605,W  BERKS  ST,17200,B,4,Conventional,121.290246636688
2101,542602,W  BERKS  ST,17200,B,4,Conventional,48.5973608675627
2102,542596,W  BERKS  ST,17200,B,4,Conventional,215.346218235947
2103,542588,W  BERKS  ST,17200,B,4,Conventional,167.820360724977
2104,542564,W  BERKS  ST,17200,TF,4,Conventional,222.829310727587
2105,542577,W  BERKS  ST,17200,B,4,Conventional,361.212153380638
2106,542557,W  BERKS  ST,17200,TF,4,Conventional,119.433740188644
2107,542543,W  BERKS  ST,17200,TF,4,Conventional,105.846041261952
2108,542532,W  BERKS  ST,17200,TF,4,Conventional,29.8922930843714
2109,542538,W  BERKS  ST,17200,TF,4,Conventional,195.257325073555
2110,542531,W  BERKS  ST,17200,TF,4,Conventional,194.868884818449
2111,542512,W  BERKS  ST,17200,TF,4,Conventional,139.203710897165
2112,542518,W  BERKS  ST,17200,TF,4,Conventional,139.796455922454
2113,542503,W  BERKS  ST,17200,TF,4,Conventional,447.02771971192
2114,542470,W  BERKS  ST,17200,TF,4,Sharrow,49.2652611965154
2115,542479,W  BERKS  ST,17200,TF,4,Sharrow,222.694549532292
2116,543628,N  13TH  ST,88050,FT,4,Sharrow,560.985353419443
2117,542612,N  13TH  ST,88050,FT,4,Sharrow,541.294333921419
2118,543174,N  12TH  ST,88030,TF,4,Conventional,527.139830906392
2119,543334,N  12TH  ST,88030,TF,4,Conventional,506.63368454085
2120,543173,E  PALMER  ST,62820,FT,4,Sharrow,203.71277609084
2121,541969,TULIP  ST,78020,B,4,Sharrow,832.12981600057
2122,541970,E  LEHIGH  AVE,49980,B,2,Conventional,276.450960044649
2123,542714,TULIP  ST,78020,FT,4,Sharrow,207.768833862486
2124,542752,MEMPHIS  ST,55460,TF,5,Sharrow,199.60868190781
2125,542097,TULIP  ST,78020,FT,4,Sharrow,229.850639121398
2126,542375,ARAMINGO  AVE,12900,B,2,Conventional,231.046306988648
2127,542283,E  CUMBERLAND  ST,26340,FT,4,Sharrow,322.28996955204
2128,543172,TULIP  ST,78020,FT,5,Sharrow,317.580492409662
2129,543063,TULIP  ST,78020,FT,5,Sharrow,273.049423334813
2130,542976,TULIP  ST,78020,FT,5,Sharrow,154.998877351272
2131,543215,MEMPHIS  ST,55460,TF,5,Sharrow,318.103201274006
2132,542016,TULIP  ST,78020,FT,4,Sharrow,190.91369431805
2133,542117,TULIP  ST,78020,FT,4,Sharrow,103.594520019719
2134,542192,TULIP  ST,78020,FT,4,Sharrow,144.095880089615
2135,542156,TULIP  ST,78020,FT,4,Sharrow,124.796284982349
2136,542320,TULIP  ST,78020,FT,4,Sharrow,189.733263301532
2137,542369,TULIP  ST,78020,FT,4,Sharrow,216.532995376712
2138,542370,E  CUMBERLAND  ST,26340,FT,4,Sharrow,280.086409167154
2139,542416,TULIP  ST,78020,FT,4,Sharrow,205.685794671151
2140,542449,TULIP  ST,78020,FT,4,Sharrow,190.323161369647
2141,542582,TULIP  ST,78020,FT,4,Sharrow,198.580717373362
2142,542915,MEMPHIS  ST,55460,TF,5,Sharrow,167.816711664941
2143,542877,TULIP  ST,78020,FT,5,Sharrow,168.150494367415
2144,542769,TULIP  ST,78020,FT,4,Sharrow,183.45150498612
2145,542869,MEMPHIS  ST,55460,TF,5,Sharrow,150.497553098295
2146,542819,MEMPHIS  ST,55460,TF,5,Sharrow,226.456388877185
2147,542744,TULIP  ST,78020,FT,4,Sharrow,141.777571698929
2148,542655,TULIP  ST,78020,FT,4,Sharrow,196.703564579935
2149,542786,MEMPHIS  ST,55460,TF,5,Sharrow,205.899825277023
2150,542721,MEMPHIS  ST,55460,TF,5,Sharrow,198.3122244382
2151,542552,TULIP  ST,78020,FT,4,Sharrow,197.818560205715
2152,542493,TULIP  ST,78020,FT,4,Sharrow,195.617096395518
2153,542546,MEMPHIS  ST,55460,TF,5,Sharrow,190.84556445074
2154,542371,MEMPHIS  ST,55460,TF,5,Sharrow,183.53640547448
2155,542407,MEMPHIS  ST,55460,TF,5,Sharrow,188.858373287345
2156,542277,TULIP  ST,78020,FT,4,Sharrow,183.454842244475
2157,542240,TULIP  ST,78020,FT,4,Sharrow,188.716386183672
2158,542331,MEMPHIS  ST,55460,TF,5,Sharrow,189.31266381503
2159,542178,MEMPHIS  ST,55460,TF,5,Sharrow,155.671871867916
2160,542032,TULIP  ST,78020,FT,4,Sharrow,29.775302159631
2161,542094,E  LEHIGH  AVE,49980,B,2,Conventional,295.199737018133
2162,542137,MEMPHIS  ST,55460,TF,5,Sharrow,227.430972004015
2163,542232,E  LEHIGH  AVE,49980,B,2,Conventional,408.830357383979
2164,542285,E  LEHIGH  AVE,49980,B,2,Conventional,180.086889767301
2165,542214,MEMPHIS  ST,55460,TF,5,Sharrow,100.523560571707
2166,542194,MEMPHIS  ST,55460,TF,5,Sharrow,76.4925735471014
2167,542254,MEMPHIS  ST,55460,TF,5,Sharrow,123.711487217574
2168,542286,MEMPHIS  ST,55460,TF,5,Sharrow,146.224338201877
2169,542579,E  CUMBERLAND  ST,26340,FT,4,Sharrow,409.946813568136
2170,542456,MEMPHIS  ST,55460,TF,5,Sharrow,215.726338500589
2171,542457,E  CUMBERLAND  ST,26340,FT,4,Sharrow,291.971928715304
2172,542504,MEMPHIS  ST,55460,TF,5,Sharrow,206.609338436738
2173,542711,E  CUMBERLAND  ST,26340,FT,4,Sharrow,430.629751502587
2174,542781,E  CUMBERLAND  ST,26340,FT,4,Sharrow,274.454788799204
2175,542737,E  LEHIGH  AVE,49980,B,3,Conventional,125.080551645073
2176,542772,E  LEHIGH  AVE,49980,B,3,Conventional,142.11870136437
2177,542806,E  LEHIGH  AVE,49980,B,3,Conventional,138.188058148149
2178,542830,E  LEHIGH  AVE,49980,B,3,Conventional,117.107008250865
2179,542701,E  LEHIGH  AVE,49980,B,3,Conventional,118.041888353193
2180,542664,E  LEHIGH  AVE,49980,B,3,Conventional,181.082645586135
2181,542617,E  LEHIGH  AVE,49980,B,3,Conventional,181.862437642421
2182,542567,E  LEHIGH  AVE,49980,B,3,Conventional,160.380186618579
2183,542516,E  LEHIGH  AVE,49980,B,3,Conventional,158.734308390111
2184,542467,E  LEHIGH  AVE,49980,B,3,Conventional,171.062503462024
2185,542421,E  LEHIGH  AVE,49980,B,3,Conventional,182.972353529474
2186,542362,E  LEHIGH  AVE,49980,B,3,Conventional,249.109699838043
2187,542050,ARAMINGO  AVE,12900,B,2,Conventional,240.291866113444
2188,542864,E  CUMBERLAND  ST,26340,FT,4,Sharrow,368.920369003383
2189,440077,E  COLUMBIA  AVE,24380,TF,3,Sharrow,179.818791230337
2190,543587,E  COLUMBIA  AVE,24380,TF,3,Sharrow,164.403219031606
2191,440156,MARLBOROUGH  ST,53660,FT,4,Sharrow,459.178280285001
2192,543552,MARLBOROUGH  ST,53660,FT,4,Sharrow,581.254623237863
2193,543560,MARLBOROUGH  ST,53660,FT,4,Sharrow,57.2439654569902
2194,543558,E  COLUMBIA  AVE,24380,TF,3,Sharrow,232.357039102264
2195,441017,MARLBOROUGH  ST,53660,FT,4,Sharrow,397.969201219215
2196,542635,ARAMINGO  AVE,12900,B,2,Conventional,245.569963338062
2197,542555,ARAMINGO  AVE,12900,B,2,Conventional,535.426719754093
2198,542941,ARAMINGO  AVE,12900,B,2,Conventional,969.800012076891
2199,542995,ARAMINGO  AVE,12900,B,2,Conventional,176.5823826364
2200,542942,E  CUMBERLAND  ST,26340,FT,4,Sharrow,265.59042431518
2201,542603,E  ALLEGHENY  AVE,12040,B,4,Conventional,991.814923754182
2202,441556,N  DELAWARE  AVE,28000,TF,2,Conventional,682.496123911704
2203,441568,N  DELAWARE  AVE,28000,B,2,Conventional,363.598256876635
2204,441518,N  DELAWARE  AVE,28000,B,2,Conventional,450.565858614168
2205,441537,N  DELAWARE  AVE,28000,B,2,Conventional,635.151121247996
2206,440205,MARLBOROUGH  ST,53660,FT,4,Sharrow,211.900497880573
2207,441535,N  DELAWARE  AVE,28000,B,2,Conventional,337.646167068697
2208,441534,N  DELAWARE  AVE,28000,B,2,Conventional,357.36360243384
2209,440214,MARLBOROUGH  ST,53660,FT,4,Sharrow,164.710905910815
2210,440236,N  DELAWARE  AVE,28000,B,2,Conventional,566.812305867477
2211,441536,N  DELAWARE  AVE,28000,B,2,Conventional,330.158654175572
2212,441605,E  COLUMBIA  AVE,24380,TF,5,Sharrow,142.769986258619
2213,441314,N  DELAWARE  AVE,28000,B,2,Conventional,484.3902411593
2214,441567,N  PENN  ST,63815,B,4,Two Way Protected Bicycle Lane,448.172624164703
2215,441566,N  PENN  ST,63815,B,4,Two Way Protected Bicycle Lane,464.851359446118
2216,441031,N  DELAWARE  AVE,28000,B,2,Conventional,489.502306341265
2217,441030,N  DELAWARE  AVE,28000,B,2,Two Way Protected Bicycle Lane,96.3597090787441
2218,440705,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Conventional,413.461795179385
2219,441320,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Conventional,846.04450306925
2220,441205,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Conventional,542.482739772072
2221,441505,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Conventional,435.129526921505
2222,441808,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,145.270954190661
2223,441804,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,223.339788525836
2224,441806,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,223.011388675476
2225,441810,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,129.491067608184
2226,440052,N  2ND  ST,87830,TF,3,Sharrow,551.510136304239
2227,440006,N  12TH  ST,88030,TF,4,Conventional,469.595136675089
2228,440042,N  12TH  ST,88030,TF,4,Conventional,135.991283241436
2229,440027,N  12TH  ST,88030,TF,4,Conventional,151.440805337057
2230,440013,N  12TH  ST,88030,TF,4,Conventional,151.719510895388
2231,440063,N  12TH  ST,88030,TF,4,Conventional,204.646169811458
2232,440097,N  13TH  ST,88050,FT,4,Sharrow,104.757031857421
2233,440103,N  13TH  ST,88050,FT,4,Sharrow,54.0638229994096
2234,440080,N  13TH  ST,88050,FT,4,Sharrow,178.990111186821
2235,440157,N  13TH  ST,88050,FT,4,Sharrow,224.270422779422
2236,440234,N  13TH  ST,88050,FT,4,Paint Buffered,380.450455853058
2237,441258,N  13TH  ST,88050,FT,4,Paint Buffered,248.177055040251
2238,440243,N  12TH  ST,88030,TF,4,Conventional,361.486442898676
2239,440170,N  12TH  ST,88030,TF,4,Conventional,225.691700052333
2240,440659,POPLAR  ST,65260,B,4,Conventional,208.014259722869
2241,440273,N  11TH  ST,88010,FT,4,Conventional,241.389084759673
2242,440282,N  13TH  ST,88050,FT,4,Paint Buffered,371.735994209998
2243,440813,N  12TH  ST,88030,TF,4,Conventional,167.31568613932
2244,440297,N  11TH  ST,88010,FT,4,Conventional,168.272940870877
2245,440676,N  11TH  ST,88010,FT,4,Conventional,150.362040899447
2246,440814,N  12TH  ST,88030,TF,4,Conventional,180.021968917582
2247,440289,N  11TH  ST,88010,FT,4,Conventional,149.88159963038
2248,440284,N  11TH  ST,88010,FT,4,Conventional,141.681948114822
2249,441159,N  6TH  ST,87910,TF,2,Conventional,464.721754813713
2250,441800,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,223.264437927541
2251,441802,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,227.702346991853
2252,441267,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,424.991004403842
2253,441794,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,430.766643787275
2254,440815,N  12TH  ST,88030,TF,4,Conventional,115.447679920495
2255,440818,N  12TH  ST,88030,TF,4,Conventional,115.507698949037
2256,440314,N  11TH  ST,88010,FT,4,Conventional,110.307367422836
2257,440311,N  11TH  ST,88010,FT,4,Conventional,116.877863931995
2258,440315,N  13TH  ST,88050,FT,4,Sharrow,196.481989133191
2259,440324,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,444.073871053763
2260,440820,N  12TH  ST,88030,TF,4,Conventional,175.26527809223
2261,440295,N  13TH  ST,88050,FT,4,Sharrow,399.995214768663
2262,440327,N  11TH  ST,88010,FT,4,Conventional,193.979358130365
2263,440319,N  11TH  ST,88010,FT,4,Conventional,178.334137072527
2264,441792,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,123.239858720652
2265,440332,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,122.388457937147
2266,440331,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,324.847890608131
2267,441790,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,321.56628747624
2268,441787,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,211.934347427575
2269,441779,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,450.162283955109
2270,441788,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,232.950060037829
2271,441266,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,236.248081766416
2272,441785,N  11TH  ST,88010,FT,3,Conventional,47.5568232625958
2273,440329,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,449.032486285781
2274,440330,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,211.290740408637
2275,441436,N  10TH  ST,87990,TF,3,Sharrow,206.235785269397
2276,440809,N  10TH  ST,87990,TF,3,Sharrow,206.930793675083
2277,440945,CALLOWHILL  ST,20880,FT,2,Conventional,42.7668633314904
2278,441361,CALLOWHILL  ST,20880,FT,2,Conventional,388.417776427826
2279,440807,N  10TH  ST,87990,TF,3,Sharrow,160.658776868711
2280,440808,N  10TH  ST,87990,TF,3,Sharrow,147.608046619067
2281,440810,N  10TH  ST,87990,TF,3,Sharrow,339.070066921288
2282,440333,N  13TH  ST,88050,FT,3,Sharrow,142.465065087398
2283,440336,N  13TH  ST,88050,FT,3,Sharrow,128.343740699375
2284,440345,N  13TH  ST,88050,FT,3,Paint Buffered,157.495559404396
2285,441054,N  13TH  ST,88050,FT,3,Paint Buffered,29.0348202364612
2286,441675,N  13TH  ST,88050,FT,3,Paint Buffered,504.045777829073
2287,440951,N  13TH  ST,88050,FT,3,Paint Buffered,176.979122790941
2288,440952,N  13TH  ST,88050,FT,3,Paint Buffered,100.635609343749
2289,440953,N  13TH  ST,88050,FT,3,Paint Buffered,100.364733767743
2290,440979,CALLOWHILL  ST,20880,FT,2,Sharrow,446.940697128311
2291,441517,CALLOWHILL  ST,20880,FT,2,Sharrow,447.304681914528
2292,441516,CALLOWHILL  ST,20880,FT,2,Sharrow,466.190177144795
2293,440938,N  10TH  ST,87990,TF,3,Paint Buffered,170.992420344137
2294,440939,N  10TH  ST,87990,TF,3,Paint Buffered,108.799619917955
2295,440940,N  10TH  ST,87990,TF,3,Paint Buffered,38.5424664842087
2296,440941,N  10TH  ST,87990,TF,3,Paint Buffered,71.4885192279778
2297,440942,N  10TH  ST,87990,TF,3,Paint Buffered,173.937904028584
2298,440960,N  13TH  ST,88050,FT,3,Paint Buffered,91.1096066629577
2299,441056,N  10TH  ST,87990,TF,3,Paint Buffered,157.241138104131
2300,440687,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,456.008380070514
2301,441797,N  6TH  ST,87910,TF,2,Conventional,52.4007803303423
2302,441317,SPRING GARDEN  ST,73800,TF,2,Paint Buffered,458.097693252191
2303,441403,N  6TH  ST,87910,TF,2,Conventional,1022.44736655876
2304,441160,N  6TH  ST,87910,TF,2,Conventional,174.9891814267
2305,440719,CALLOWHILL  ST,20880,FT,2,Conventional,459.590990297141
2306,441491,N  5TH  ST,87890,FT,2,Conventional,927.130144205366
2307,441493,N  5TH  ST,87890,FT,2,Conventional,291.548686828482
2308,440745,N  2ND  ST,87830,TF,3,Paint Buffered,311.542614114736
2309,440890,N  2ND  ST,87830,TF,3,Paint Buffered,399.024025845847
2310,441163,N  6TH  ST,87910,TF,2,Conventional,64.1881302271956
2311,440931,RACE  ST,67120,TF,2,Conventional,93.2419111805272
2312,441574,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Conventional,1315.71923225342
2313,441094,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,1094.37114840889
2314,441164,N  6TH  ST,87910,TF,2,Conventional,244.273302263752
2315,441445,N  6TH  ST,87910,TF,2,Conventional,353.308713785966
2316,440390,ARCH  ST,13000,FT,3,Sharrow,201.588398926778
2317,441310,S  CHRISTOPHER COLUMBUS  BLVD,23055,B,2,Conventional,938.237257389441
2318,441767,SPRUCE  ST,73960,FT,3,Paint Buffered,102.631751563268
2319,441283,ARCH  ST,13000,FT,3,Sharrow,447.422841502883
2320,440384,ARCH  ST,13000,FT,3,Sharrow,473.207148114026
2321,441717,N  INDEPENDENCE  MALL,44825,FT,2,Conventional,369.253161828577
2322,440379,ARCH  ST,13000,FT,3,Sharrow,412.801532400427
2323,441167,N  INDEPENDENCE  MALL,44833,TF,2,Conventional,697.04634578638
2324,440413,MARKET  ST,53560,B,2,Bus Bike Lane,448.842190346645
2325,440965,N  13TH  ST,88050,FT,3,Paint Buffered,146.227104737136
2326,440972,N  13TH  ST,88050,FT,3,Paint Buffered,133.731395696354
2327,440968,N  13TH  ST,88050,FT,3,Paint Buffered,153.150890459251
2328,440943,N  10TH  ST,87990,TF,3,Sharrow,236.217989611027
2329,440944,N  10TH  ST,87990,TF,3,Sharrow,333.86214133407
2330,440361,ARCH  ST,13000,FT,3,Sharrow,446.930897178562
2331,440411,MARKET  ST,53560,B,2,Bus Bike Lane,447.765339632182
2332,440406,MARKET  ST,53560,B,2,Bus Bike Lane,447.927064851949
2333,441286,N  10TH  ST,87990,TF,3,Paint Buffered,382.660750562
2334,441193,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,446.225975892553
2335,440479,SANSOM  ST,70940,FT,3,Sharrow,447.284672517653
2336,440489,SANSOM  ST,70940,FT,3,Sharrow,455.556288587494
2337,441194,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,446.703883699633
2338,440651,SPRUCE  ST,73960,FT,3,Paint Buffered,220.955613191925
2339,440638,SPRUCE  ST,73960,FT,3,Paint Buffered,223.026353364033
2340,440631,SPRUCE  ST,73960,FT,3,Paint Buffered,224.249952334428
2341,440633,S  13TH  ST,88060,TF,3,Paint Buffered,153.902728099398
2342,440614,SPRUCE  ST,73960,FT,3,Paint Buffered,289.722784610714
2343,441292,S  10TH  ST,88000,FT,3,Paint Buffered,267.230954204201
2344,440472,S  10TH  ST,88000,FT,3,Paint Buffered,280.161822885383
2345,440473,SANSOM  ST,70940,FT,3,Sharrow,446.376648542169
2346,440465,SANSOM  ST,70940,FT,3,Sharrow,118.026395581661
2347,440461,SANSOM  ST,70940,FT,3,Sharrow,329.146481202523
2348,440457,SANSOM  ST,70940,FT,3,Sharrow,448.179288882701
2349,440452,S  13TH  ST,88060,TF,3,Paint Buffered,133.801989975071
2350,440485,S  13TH  ST,88060,TF,3,Paint Buffered,279.054708738262
2351,440521,S  13TH  ST,88060,TF,3,Paint Buffered,64.3485615841589
2352,440538,S  13TH  ST,88060,TF,3,Paint Buffered,146.697099850422
2353,440515,S  13TH  ST,88060,TF,3,Paint Buffered,65.7001721721001
2354,440508,S  13TH  ST,88060,TF,3,Paint Buffered,147.028077184741
2355,441192,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,446.379945615339
2356,440442,S  13TH  ST,88060,TF,3,Paint Buffered,146.125862284761
2357,441190,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,446.740172121845
2358,441191,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,447.623631337573
2359,440394,MARKET  ST,53560,B,2,Bus Bike Lane,441.103654462938
2360,440417,S  13TH  ST,88060,TF,3,Paint Buffered,120.904599023189
2361,440432,S  13TH  ST,88060,TF,3,Paint Buffered,189.678250442633
2362,440392,N  13TH  ST,88050,FT,3,Conventional,244.274013212331
2363,440407,S  13TH  ST,88060,TF,3,Paint Buffered,246.926556905301
2364,440356,ARCH  ST,13000,FT,3,Sharrow,291.701672681047
2365,441280,N  13TH  ST,88050,FT,3,Paint Buffered,220.756046003306
2366,441064,ARCH  ST,13000,FT,3,Sharrow,300.771631069223
2367,423060,ARCH  ST,13000,FT,2,Sharrow,35.1244406260252
2368,440357,ARCH  ST,13000,FT,3,Sharrow,446.148882205632
2369,441279,ARCH  ST,13000,FT,3,Sharrow,446.823720671524
2370,440620,SPRUCE  ST,73960,FT,3,Paint Buffered,222.572764844239
2371,440625,SPRUCE  ST,73960,FT,3,Paint Buffered,223.67197492449
2372,440958,N  13TH  ST,88050,FT,3,Paint Buffered,152.311583780043
2373,440956,N  13TH  ST,88050,FT,3,Paint Buffered,181.672287955484
2374,441095,N  CHRISTOPHER COLUMBUS  BLVD,23050,B,2,Conventional,272.17980614103
2375,543624,CECIL B MOORE  AVE,22010,B,3,Conventional,44.0631265373564
2376,542796,CECIL B MOORE  AVE,22010,B,3,Conventional,294.983889098509
2377,542795,N  13TH  ST,88050,FT,4,Sharrow,578.207739593153
2378,542816,CECIL B MOORE  AVE,22010,B,3,Conventional,441.051731900877
2379,542980,N  12TH  ST,88030,TF,4,Conventional,506.528660319813
2380,543622,CECIL B MOORE  AVE,22010,B,3,Conventional,224.138842348469
2381,542834,CECIL B MOORE  AVE,22010,B,3,Conventional,222.999536262052
2382,542844,CECIL B MOORE  AVE,22010,B,3,Conventional,185.904038818624
2383,542853,CECIL B MOORE  AVE,22010,B,3,Conventional,261.892404161422
2384,543226,E  COLUMBIA  AVE,24380,TF,3,Sharrow,129.585348417823
2385,543225,SEPVIVA  ST,71820,TF,5,Sharrow,146.701577922029
2386,543205,SEPVIVA  ST,71820,TF,5,Sharrow,180.905970658061
2387,543274,E  COLUMBIA  AVE,24380,TF,3,Sharrow,175.948449454494
2388,543282,E  PALMER  ST,62820,FT,4,Sharrow,259.619221891213
2389,543295,BELGRADE  ST,16580,FT,5,Sharrow,166.946241128627
2390,440213,POPLAR  ST,65260,B,4,Conventional,225.663998306281
2391,440210,POPLAR  ST,65260,B,4,Conventional,229.405044678905
2392,440203,POPLAR  ST,65260,B,4,Conventional,255.760100991175
2393,440197,POPLAR  ST,65260,B,4,Conventional,282.032732719407
2394,441246,N  12TH  ST,88030,TF,4,Conventional,358.496573715738
2395,440730,N  2ND  ST,87830,TF,3,Conventional,388.863410741498
2396,440728,N  2ND  ST,87830,TF,3,Conventional,439.295986784261
2397,440312,N  13TH  ST,88050,FT,4,Sharrow,230.428282322204
2398,441775,SPRING GARDEN  ST,73800,FT,2,Paint Buffered,610.402915663433
2399,441774,SPRING GARDEN  ST,73800,FT,2,Conventional,492.211527234978
2400,440978,CALLOWHILL  ST,20880,FT,2,Sharrow,589.739537685374
2401,441444,N  6TH  ST,87910,TF,2,Conventional,220.939968262373
2402,441573,RACE  ST,67120,TF,3,Conventional,153.045544035052
2403,440376,ARCH  ST,13000,FT,3,Sharrow,457.743071855795
2404,440372,ARCH  ST,13000,FT,3,Sharrow,456.030424661005
2405,440368,ARCH  ST,13000,FT,3,Sharrow,446.602991828904
2406,440364,ARCH  ST,13000,FT,3,Sharrow,196.378435164164
2407,440365,ARCH  ST,13000,FT,3,Sharrow,250.853489304552
2408,440373,N  10TH  ST,87990,TF,3,Sharrow,190.737288210222
2409,440385,N  10TH  ST,87990,TF,3,Sharrow,171.555369034588
2410,440374,N  13TH  ST,88050,FT,3,Paint Buffered,153.627205330896
2411,440382,N  13TH  ST,88050,FT,3,Conventional,134.463734620695
2412,440453,SANSOM  ST,70940,FT,3,Sharrow,288.11001916706
2413,423047,SANSOM  ST,70940,FT,3,Sharrow,44.4311899995099
2414,423049,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,43.5352876618671
2415,440450,SANSOM  ST,70940,FT,3,Sharrow,300.202781933054
2416,441188,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,300.41263540414
2417,441189,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,289.281332776337
2418,441195,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,448.966650256388
2419,440466,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,445.735577523541
2420,441175,S  INDEPENDENCE  MALL,44829,TF,2,Conventional,216.866738106312
2421,440495,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,156.747450857122
2422,440491,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,224.857968459358
2423,440502,CHESTNUT  ST,22820,TF,2,Bus Bike Lane,169.565487508594
2424,441171,S  INDEPENDENCE  MALL,44836,FT,2,Conventional,280.796590611258
2425,441172,S  INDEPENDENCE  MALL,44836,FT,2,Conventional,278.044367500007
2426,440606,S  10TH  ST,88000,FT,3,Paint Buffered,221.704017720651
2427,440559,S  10TH  ST,88000,FT,3,Paint Buffered,421.944343577771
2428,440513,S  10TH  ST,88000,FT,3,Paint Buffered,280.00154472348
2429,440572,S  13TH  ST,88060,TF,3,Paint Buffered,239.607089904202
