OBJECTID,SEG_ID,STREETNAME,ST_CODE,ONEWAY,CLASS,TYPE,Shape__Length
641,500173,N  54TH  ST,88870,B,3,Conventional,44.257979692586
642,500641,UPLAND  WAY,78980,B,4,Conventional,542.878832203165
643,500456,UPLAND  WAY,78980,B,4,Conventional,288.234141043097
644,500455,UPLAND  WAY,78980,B,4,Conventional,312.484320341551
645,500126,N  54TH  ST,88870,B,3,Conventional,107.723936563286
646,500591,N  57TH  ST,88950,B,3,Conventional,134.580639416376
647,500233,N  57TH  ST,88950,B,3,Conventional,49.5843439207446
648,500125,N  54TH  ST,88870,B,3,Conventional,936.595625218419
649,500383,LANCASTER  AVE,48900,B,2,Conventional,426.637670097097
650,500389,LANCASTER  AVE,48900,B,2,Conventional,406.591023952248
651,500454,UPLAND  WAY,78980,B,4,Conventional,458.698520856368
652,500319,CONSHOHOCKEN  AVE,24880,B,3,Conventional,208.161130465714
653,621189,W  ALLEGHENY  AVE,12060,B,2,Conventional,229.506005835472
654,621190,W  ALLEGHENY  AVE,12060,B,2,Conventional,236.09413770411
655,621191,W  ALLEGHENY  AVE,12060,B,2,Conventional,202.106394013063
656,621192,W  ALLEGHENY  AVE,12060,B,2,Conventional,178.923546713154
657,620242,W  ALLEGHENY  AVE,12060,B,2,Conventional,110.379273438761
658,620243,W  ALLEGHENY  AVE,12060,B,2,Conventional,138.470518631254
659,620244,W  ALLEGHENY  AVE,12060,B,2,Conventional,114.597508769396
660,620245,W  ALLEGHENY  AVE,12060,B,2,Conventional,74.0995353912652
661,620246,W  ALLEGHENY  AVE,12060,B,2,Conventional,194.052003056647
662,620247,W  ALLEGHENY  AVE,12060,B,2,Conventional,173.151586994415
663,620257,W  ALLEGHENY  AVE,12060,B,2,Conventional,36.3175332321008
664,620258,W  ALLEGHENY  AVE,12060,B,2,Conventional,126.056195605668
665,620250,W  ALLEGHENY  AVE,12060,B,2,Conventional,160.792115184909
666,620249,W  ALLEGHENY  AVE,12060,B,2,Conventional,138.128272598092
667,620251,W  ALLEGHENY  AVE,12060,B,2,Conventional,222.034223022302
668,620087,W  ALLEGHENY  AVE,12060,B,2,Conventional,446.15779630964
669,621222,W  ALLEGHENY  AVE,12060,B,2,Conventional,392.794053305389
670,641941,W  ALLEGHENY  AVE,12060,B,2,Conventional,149.921677442323
671,620093,W  ALLEGHENY  AVE,12060,B,2,Conventional,45.1453832360659
672,520754,W  LEHIGH  AVE,50000,B,2,Conventional,130.560231644687
673,520753,W  LEHIGH  AVE,50000,B,2,Conventional,154.118742492004
674,520750,W  LEHIGH  AVE,50000,B,2,Conventional,160.525040311804
675,520751,W  LEHIGH  AVE,50000,B,2,Conventional,126.918363057115
676,520110,N  33RD  ST,88440,B,2,Conventional,160.499123386202
677,520119,N  33RD  ST,88440,B,2,Conventional,188.542474187195
678,520102,N  33RD  ST,88440,B,2,Conventional,572.86147923843
679,500129,N  57TH  ST,88950,B,3,Conventional,149.729781577698
680,500409,PARKSIDE  AVE,63040,B,3,Conventional,473.195863090219
681,500408,PARKSIDE  AVE,63040,B,3,Conventional,746.728316257729
682,520050,BELMONT MANSION  DR,16790,B,3,Conventional,776.715181244105
683,520379,N  33RD  ST,88440,B,2,Conventional,247.84832395556
684,521861,W  LEHIGH  AVE,50000,B,2,Conventional,451.832248011966
685,520778,W  LEHIGH  AVE,50000,B,2,Conventional,451.92287537334
686,520781,W  LEHIGH  AVE,50000,B,2,Conventional,158.879100201353
687,520782,W  LEHIGH  AVE,50000,B,2,Conventional,160.651188624449
688,520784,W  LEHIGH  AVE,50000,B,2,Conventional,158.157217529795
689,520834,W  LEHIGH  AVE,50000,B,2,Conventional,161.442419834099
690,520020,W  LEHIGH  AVE,50000,B,2,Conventional,300.535866772679
691,521652,W  LEHIGH  AVE,50000,B,2,Conventional,430.325514800695
692,520021,N  33RD  ST,88440,B,3,Conventional,404.353454032849
693,521653,W  LEHIGH  AVE,50000,B,2,Conventional,180.145319577396
694,500705,CONSHOHOCKEN  AVE,24880,B,3,Conventional,58.3625459347543
695,521360,N  15TH  ST,88070,TF,4,Sharrow,546.753732380399
696,522258,N  15TH  ST,88070,TF,4,Sharrow,555.864039522061
697,741219,OLD YORK  RD,61300,B,4,Conventional,280.12202051462
698,640003,OLD YORK  RD,61300,B,4,Conventional,275.592298170466
699,640226,W  WYOMING  AVE,85040,B,3,Conventional,181.909360520193
700,640222,W  WYOMING  AVE,85040,B,3,Conventional,269.671460131001
701,640215,W  WYOMING  AVE,85040,B,3,Conventional,234.66631451473
702,640197,W  WYOMING  AVE,85040,B,3,Conventional,224.502046649692
703,640203,W  WYOMING  AVE,85040,B,3,Conventional,222.993700455114
704,640041,OLD YORK  RD,61300,B,4,Conventional,230.244519032736
705,640023,OLD YORK  RD,61300,B,4,Conventional,314.58515981196
706,640193,W  WYOMING  AVE,85040,B,3,Conventional,223.724428890144
707,640163,W  WYOMING  AVE,85040,B,3,Conventional,226.346656812943
